id,date,user_id,user_username,user_displayname,replycount,retweetcount,likecount,quotecount,viewcount,searched_keyword,cleaned_text,hashtag_text,year,month_year,sentiment
1761327409922818434,2024-02-24 16:49:13+07,1310767622351323137,JackStr42679640,Jack Straw,29,189,605,16,54040,Trump2024 TrumpWon Election2024 until 2025-04-20 since 2025-01-01,"Another reminder. September 25th brings brings us to FEBRUARY 25TH Trump is speaking and he says In less than 5 months we are going to defeat crooked JB we are going to take back our country! Lets GO! Monday, September 25, 2023 To and including Sunday,",,2024,2024-02,Positive
1764994617882403130,2024-03-05 19:41:23+07,1142736007567069184,SUBRATA30016572,Trump Lover,202,175,815,11,8180,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"Alright folks, we have 244 days to go out and win this thing for Donald Trump! Are you ready?",,2024,2024-03,Positive
1779209183948112276,2024-04-14 01:05:00+07,450235955,4Mischief,ISI,50,265,642,5,19919,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"Dark days are coming for liberal democrats when President Trump is inaugurated on Monday January 20, 2025",MAGAeclipse,2024,2024-04,Negative
1779840926250311900,2024-04-15 18:55:19+07,1142736007567069184,SUBRATA30016572,Trump Lover,2808,810,7096,103,99740,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"President Donald Trump will get your vote on November 5, 2O24? Yes or No",,2024,2024-04,Neutral
1787998629481087070,2024-05-08 07:11:07+07,2468708726,G1rly_Tattooed,Trin1ty,42,316,665,7,12357,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"All day every day, 182 days to make it official!",Trump2024,2024,2024-05,Positive
1795630890993008956,2024-05-29 08:39:00+07,1142736007567069184,SUBRATA30016572,Trump Lover,1525,835,6146,83,80426,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,Donald Trump will be 45 47 President of the United States! Drop a if you agree!!,,2024,2024-05,Positive
1801609634169438304,2024-06-14 20:36:23+07,1142736007567069184,SUBRATA30016572,Trump Lover,2003,1011,6344,89,55910,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,Drop a to spread the message! President Trump will be reelected Nov. 5Th in a landslide!.,,2024,2024-06,Positive
1803068935010504954,2024-06-18 21:15:08+07,1142736007567069184,SUBRATA30016572,Trump Lover,1061,812,3086,59,34800,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,Only 140 Days left for Donald Trump to become the next President of America. Drop a and Repost if you also support Trump for the President of America!,,2024,2024-06,Positive
1812263366322487762,2024-07-14 06:10:31+07,1277218919737147394,HopeAnagli,Big Anagli,7,25,223,5,34577,Trump2024 TrumpWon Election2024 until 2025-04-20 since 2025-01-01,Donald Trump just won the election now.,TrumpIsProject2025,2024,2024-07,Neutral
1832136525691461733,2024-09-07 02:19:21+07,431777800,HSajwanization,Hassan Sajwani,21,29,349,4,10699,Trump2024 TrumpWon Election2024 until 2025-04-20 since 2025-01-01,Trump already won U.S. Presidential elections 2024,,2024,2024-09,Positive
1854059179280859646,2024-11-06 14:12:09+07,354347533,mymixtapez,My Mixtapez,45,131,882,22,54221,Trump2024 TrumpWon Election2024 until 2025-04-20 since 2025-01-01,Donald Trump has won the 2024 Presidential Election and will return as President again in 2025! Via XFox News,,2024,2024-11,Positive
1876338337457340759,2025-01-07 01:41:34+07,4239551,amuse,amuse,35,144,828,3,13939,Trump2024 TrumpWon Election2024 until 2025-04-20 since 2025-01-01,Donald Trump officially declared as the winner of the 2024 presidential election.,,2025,2025-01,Neutral
1910167964332269620,2025-04-10 10:08:26+07,1663701168839872512,MAGAVoice,MAGA Voice,107,168,833,7,20676,Trump2024 TrumpWon Election2024 until 2025-04-20 since 2025-01-01,PRESIDENT DONALD J TRUMP WAS RIGHT AGAIN PRESIDENT DONALD J TRUMP WAS RIGHT AGAIN PRESIDENT DONALD J TRUMP WAS RIGHT AGAIN PRESIDENT DONALD J TRUMP WAS RIGHT AGAIN PRESIDENT DONALD J TRUMP WAS RIGHT AGAIN PRESIDENT DONALD J TRUMP WAS RIGHT AGAIN,,2025,2025-04,Positive
1913216913620021706,2025-04-18 20:03:52+07,1652712101046091777,Tom83574046922,Tom,0,0,0,0,15,Trump2024 TrumpWon Election2024 until 2025-04-20 since 2025-01-01,TRUMP FOR THE WIN AGAIN!!!,,2025,2025-04,Positive
1913725081248997733,2025-04-20 05:43:09+07,1768865681066348544,MyAngel311534,My Angel,0,0,1,0,15,Trump2024 TrumpWon Election2024 until 2025-04-20 since 2025-01-01,"Donaldtrumpike knee deep in the hoopla, we won the race Nov 2024 They have treated us awful, Look what they did to Trump ! It is all coming out. The DemoRATs are,,, S c a r e d Happy 90 days DJT. Happy Easter, if you Celebrate. Happy 90 days in office, tomorrow. Jan 20 April 20",,2025,2025-04,Positive
1913936155084533786,2025-04-20 19:41:53+07,1758135552396910593,Nancy3997331092,Nancy,0,0,0,0,3,Trump2024 TrumpWon Election2024 until 2025-04-20 since 2025-01-01,"EndWokeness UM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, TRUMP WON!!!!!!!!!!!!!!!!",,2025,2025-04,Positive
1914083928383824304,2025-04-21 05:29:05+07,1720665183188922368,grok,Grok,1,0,0,0,27,Trump2024 TrumpWon Election2024 until 2025-04-20 since 2025-01-01,"SirPortAmeri elonmusk I apologize for the confusion in my earlier response. Im not tired, just working with the data I had! As of April 20, 2025, Donald Trump is indeed the president, having been inaugurated on January 20, 2025, after winning the 2024 election. My previous answer mistakenly assumed",,2025,2025-04,Neutral
1914085953813033008,2025-04-21 05:37:08+07,1213184493281890304,trumboni1,Trumponi,0,0,0,0,14,Trump2024 TrumpWon Election2024 until 2025-04-20 since 2025-01-01,We elected president Trump,,2025,2025-04,Neutral
1914402373696667910,2025-04-22 02:34:28+07,17427231,DowntownDan,DowntownDan,0,0,0,0,7,Trump2024 TrumpWon Election2024 until 2025-04-20 since 2025-01-01,Winning winning winning! MAGA TRUMP WINS!,,2025,2025-04,Positive
1914744457041469789,2025-04-23 01:13:47+07,4451026282,thebigtimeyank2,John Downey,0,0,0,0,5,Trump2024 TrumpWon Election2024 until 2025-04-20 since 2025-01-01,TRUMP WINS AGAIN ELECTED AGAIN . Thanks PRESIDENT TRUMP FOR BACKING THE AMERICAN PEOPLE AND FIGHTING BACK AGAINST THE LEFTIST POLITICS SINKING AMERICA QUICKLY LIEING SHIELDING THEMSELVES CHARGING OPPOSITION LOLOL REMEMBER NOVEMBER 5TH,,2025,2025-04,Positive
1915667342572351669,2025-04-25 14:21:00+07,2417794718,MathieuPasquini,Mathieu Boogieplayer Pasquini,0,0,0,0,25,Trump2024 TrumpWon Election2024 until 2025-04-20 since 2025-01-01,"Donald Trump was inaugurated as President of the United States on January 20, 2025, 95 days ago today is April 25, 2025. He will remain in office until January 20, 2029, in 1366 days. Thats 6.50 of the term completed, and 93.50 remaining. panama, unresolved china won't",,2025,2025-04,Neutral
1630000000000000000,2023-03-11 23:42:57+07,4100000000,The_Trump_Train,The Trump Train,3452,1234,12421,217,255205,TrumpTrain Trump2024 until 2025-03-30 since 2024-09-01,"There are 614 days until the next presidential election. Will you be voting for President Trump when that time comes?? Comment below Trump 2024 flags, click the link",,2023,2023-03,Neutral
1640000000000000000,2023-03-20 04:47:54+07,4100000000,The_Trump_Train,The Trump Train,3468,2596,18150,311,248776,TrumpTrain Trump2024 until 2025-03-30 since 2024-09-01,"Im voting for President Trump regardless of what bogus charges the deep state come up with. Are you still going to vote for President Trump? Be honest and Comment below Trump 2024 flags, click the link",,2023,2023-03,Positive
1640000000000000000,2023-03-22 06:06:04+07,4100000000,The_Trump_Train,The Trump Train,883,1684,10367,93,133781,TrumpTrain Trump2024 until 2025-03-30 since 2024-09-01,"President Donald Trump will beat any fraudulent charges from racist Bragg AND win in a LANDSLIDE in 2024. Who else agree??? Trump 2024 flags, click the link",,2023,2023-03,Positive
1640000000000000000,2023-03-24 07:35:28+07,4100000000,The_Trump_Train,The Trump Train,7455,1919,19954,513,384927,TrumpTrain Trump2024 until 2025-03-30 since 2024-09-01,"POLL Even after recent events, are you still going to vote for President Donald Trump? YES or NO? Be honest and comment below Trump 2024 flags, click the link",,2023,2023-03,Neutral
1640000000000000000,2023-03-31 04:40:52+07,1310000000000000000,DEFendFURiously,Shannon,23,27,233,3,3251,TrumpIndicted FuckTrump until 2025-03-30 since 2024-09-01,Trump has officially been indicted! It's about damn fucking time!,,2023,2023-03,Negative
1640000000000000000,2023-03-31 04:46:45+07,1210000000000000000,AwakenedOutlaw,AwakenedOutlaw,212,418,2042,23,78883,TrumpIndicted FuckTrump until 2025-03-30 since 2024-09-01,"Holy shit! They were dumb enough to try. Thank you, By indicting him, is a lock. This is the moment support goes supernova.","Dems, Trump2024, Trump",2023,2023-03,Positive
1640000000000000000,2023-03-31 04:51:01+07,827000000000000000,1JaySC,Just Jay,47,309,1203,16,89694,TrumpIndicted FuckTrump until 2025-03-30 since 2024-09-01,"The day weve been waiting for has finally arrived. The twice impeached, disgraced, orange Cheeto, expresident has finally been indicted!",TrumpIndictment,2023,2023-03,Negative
1640000000000000000,2023-03-31 05:20:50+07,1510000000000000000,mikejackstraw,Grubber,378,363,2716,30,199220,TrumpIndicted FuckTrump until 2025-03-30 since 2024-09-01,"Trump Indicted. We live in a country where we have supporters of this Insurrectionist FUCK. Yeah, Fuck You, Trump supporters. Deplorable people.","TrumpIndictment, TrumpForPrison",2023,2023-03,Negative
1640000000000000000,2023-03-31 05:23:14+07,1010000000000000000,AntiTrumpCanada,Canada Hates Trump,69,272,1084,28,25373,TrumpIndicted FuckTrump until 2025-03-30 since 2024-09-01,"Trump has finally been indicted! Everybody, lets rock!",,2023,2023-03,Positive
1640000000000000000,2023-03-31 05:27:53+07,4100000000,The_Trump_Train,The Trump Train,3586,4936,30733,385,491156,TrumpIndicted FuckTrump until 2025-03-30 since 2024-09-01,"BREAKING Manhattan grand jury has voted to indict President Donald Trump for false charges. Who else is still proudly voting for Trump?? Trump 2024 flags, click the link",,2023,2023-03,Negative
1640000000000000000,2023-03-31 05:45:46+07,745000000000000000,rickyllesor1,Florida for Trump This Election  4 FREEDOM,17,117,264,5,4876,TrumpIndicted FuckTrump until 2025-03-30 since 2024-09-01,"Today the Establishment has declared war on the American People. March 30, 2023. A grand jury has indicted a former President because he put power back in the hands of the rightful owners.",,2023,2023-03,Negative
1640000000000000000,2023-03-31 06:27:20+07,1430000000000000000,Sassafrass_84,Sassafrass84,61,36,314,1,5976,TrumpIndicted FuckTrump until 2025-03-30 since 2024-09-01,There isn't enough patience in this world to listen to the left squeal like pigs with delight. Trump was indicted. So I'm going to enjoy the rest of my night and think about the fcer about to unfold. Y'all just handed Trump 2024. Cheers!,,2023,2023-03,Negative
1640000000000000000,2023-03-31 09:15:31+07,1480000000000000000,itspatsworld,Pats World,49,115,349,6,11980,TrumpIndicted FuckTrump until 2025-03-30 since 2024-09-01,President Trump has been indicted by the NY Grand Jury. They just guaranteed a Trump 2024 reelection victory. We the people stand with Trump!,"TrumpIndictment, Trump2024, MAGA",2023,2023-03,Positive
1640000000000000000,2023-03-31 12:30:06+07,979000000000000000,BigBlueWaveUSA,BigBlueWaveUSA2026,90,406,1684,21,101534,TrumpIndicted FuckTrump until 2025-03-30 since 2024-09-01,"Former President In my 5 years on Twitter, Ive only seen 1 day more joyous for Real America, 11320. Don Jr, the MAGAts, Hannity Lindsey Graham are triggered, but thats just icing on the cake. The Grand Jury had spoken 34 counts!","TrumpIndicted, LockHimUp, TrumpForPrison",2023,2023-03,Positive
1640000000000000000,2023-04-01 11:34:32+07,1240000000000000000,lflorepolitics,voteblue2024,17,67,148,6,7704,TrumpIndicted FuckTrump until 2025-03-30 since 2024-09-01,"Front page of the Arizona Republic today 3312023 Trump Indicted. Historic Day! That will never change. Hes a disgraced, one term, twice impeached, indicted former president. More Indictments to come The historians will have a field day.","TrumpIndicted, ProudBlue",2023,2023-04,Negative
1650000000000000000,2023-04-26 08:17:31+07,1520000000000000000,Prolotario1,,24,129,602,13,46424,PresidentialElection2024 Trump  until 2025-03-30 since 2024-12-06,EO 13912 signed 32720 made D. Trump a Wartime President. This EO does not expire until 2024. Which made him an indefinite president. Which explains why there is no end date for his term like other presidents before him in the National Portrait Gallery in DC.,,2023,2023-04,Negative
1660000000000000000,2023-05-11 08:30:05+07,1140000000000000000,SUBRATA30016572,Trump Lover,42,148,562,6,12813,TrumpWon2024 until 2025-03-30 since 2024-09-01,Donald Trump just won the Presidency. Trump 2024!!,,2023,2023-05,Positive
1670000000000000000,2023-06-09 07:08:03+07,55100000,realTuckFrumper,TuckFrump,71,504,3439,22,34388,TrumpIndicted FuckTrump until 2025-03-30 since 2024-09-01,The Wait Is Finally Over. TRUMP. IS. INDICTED,,2023,2023-06,Negative
1680000000000000000,2023-07-24 00:33:39+07,1290000000000000000,PU28453638,Freedom,270,1268,5149,50,102654,TrumpWon2024 until 2025-03-30 since 2024-09-01,Trump won the 2016 election. Trump won the 2020 election. And Trump will win again in 2024 And Trump will be the 47th president of the united states of America.,,2023,2023-07,Positive
1680000000000000000,2023-07-27 21:19:51+07,1530000000000000000,GigaBeers,Myrna,21,432,883,15,11730,Election2024 NeverTrump until 2025-03-30 since 2024-09-01,2024 Election Approx 450 days of Joe OR MORE if Republicans dont stop the cheat,,2023,2023-07,Negative
1690000000000000000,2023-08-04 10:38:32+07,2810000000,MesaResistance,Mesa,7,93,164,5,3171,ResistTrump NotMyPresident until 2025-12-06 since 2024-09-01,"Come November 2024, Americans will ensure Trump never reenters the White House, expressing their resolute stance against his return to power. He belongs in jail, not in the White House!!","Biden2024, DemVoice1",2023,2023-08,Negative
1700000000000000000,2023-09-03 23:17:44+07,1290000000000000000,PU28453638,Freedom,51,250,1112,10,11944,TrumpWon2024 until 2025-03-30 since 2024-09-01,"Trump won the 2020 election, and he will win again in 2024. MAGA",,2023,2023-09,Positive
1700000000000000000,2023-09-05 00:09:58+07,1550000000000000000,GenXNewsOnX,Melissa Dawn,8,212,303,3,8316,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,Tired of inflation and war? Sick of the Biden Crime Family? Not buying the propaganda of the Deepstate? Then vote in 2024!! You could save up to 40 on everything! You might even save your country.,"Trump, Trump2024NowMorethanEver",2023,2023-09,Negative
1710000000000000000,2023-09-24 23:54:57+07,793000000,NahBabyNah,NahBabyNah,20,153,217,3,9057,FuckTrump DumpTrump until 2025-03-30 since 2024-09-01,"Remember the car parades leading up to 2020 election? We should redo 11423, 367 days until election 2024 It's time we Show our support for Trump Show our numbers are growing Show the 4 indictments only make us stronger Stick it to the Deep State Buy new Trump merch",,2023,2023-09,Positive
1710000000000000000,2023-10-17 03:07:14+07,4100000000,The_Trump_Train,The Trump Train,2850,2166,9732,178,127853,TrumpTrain Trump2024 until 2025-03-30 since 2024-09-01,Lets do a test Drop a below below if you plan on voting for Donald Trump in 2024 despite the deep states effort to take him down.,,2023,2023-10,Neutral
1720000000000000000,2023-10-25 10:09:37+07,1290000000000000000,PU28453638,Freedom,46,175,693,6,12362,TrumpWon2024 until 2025-03-30 since 2024-09-01,Donald J. Trump Won the 2020 Election and will Win Again in 2024. 45 47,,2023,2023-10,Positive
1720000000000000000,2023-10-26 11:01:54+07,793000000,NahBabyNah,NahBabyNah,11,117,213,2,7461,StopTrump NeverTrump until 2025-03-30 since 2024-09-01,376 days until 2024 election. JS Every week something will happen,,2023,2023-10,Neutral
1720000000000000000,2023-10-27 08:51:46+07,450000000,4Mischief,ISI,53,300,647,14,15850,PresidentialElection2024 Trump  until 2025-03-30 since 2024-12-06,"One more year of this ridiculous administration, then President Trump returns on Monday, January 20, 2025 with a vengeance and will steamroll anyone who gets in the way of Making America Great Again and putting the world at peace",Trump2024,2023,2023-10,Positive
1720000000000000000,2023-11-05 22:08:13+07,1210000000000000000,TheLeoTerrell,LeoTerrell,81,95,716,2,19656,StopTrump NeverTrump until 2025-03-30 since 2024-09-01,"Attention 75 million Trumps supporters. The 2024 presidential election is one year from today, November 5, 2024.",TRUMP2024ToSaveAmerica,2023,2023-11,Neutral
1730000000000000000,2023-12-10 10:57:20+07,1480000000000000000,NanLee1124,NanLee Marie Carissimi,8,92,199,1,5830,NoMoreTrump Election2024 until 2025-03-30 since 2024-09-01,"Joe Bidens banana republic ENDS on November 5th, 2024. realDonaldTrump NYYRC","NYC, Trump2024SaveAmerica",2023,2023-12,Negative
1730000000000000000,2023-12-11 00:42:23+07,4100000000,The_Trump_Train,The Trump Train,296,314,1275,23,40627,TrumpTrain Trump2024 until 2025-03-30 since 2024-09-01,Donald Trumps ahead in a landslide in all 2024 polls Alex Jones is back Elon Musk is championing free speech Hunter Biden is going to prison Do you feel the momentum shifting? The American people fed up with the left and are NOT going to take it anymore.,,2023,2023-12,Positive
1740000000000000000,2023-12-31 07:49:55+07,1680000000000000000,RealMartyT7,Marty Taylor,62,137,318,17,8794,PresidentialElection2024 Trump  until 2025-03-30 since 2024-12-06,THIS TIME NEXT YEAR DONALD TRUMP WILL BE VERY SAD AFTER LOSING THE 2024 ELECTION AND MAKING HIS FINAL PLANS ON HOW HE AND MAGA WILL TRY TO STEAL THE 2024 ELECTION THAT HE CLEARLY LOST. We spend a lot of time worried about what Donald Trump,"DemVoice1, ProudBlueEditorials",2023,2023-12,Negative
1740000000000000000,2024-01-02 10:16:58+07,1590000000000000000,TrumpGirl1971,CathyTrump,20,138,264,1,9914,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,"Yep. And on day 308, We The People will elect President Trump so he can do the best he can to clean up the fvcked up mess left by the installed POS Co.","TRUMP2024ToSaveAmerica, Trump2024NowMorethanEver",2024,2024-01,Negative
1740000000000000000,2024-01-08 06:46:59+07,979000000000000000,BigBlueWaveUSA,BigBlueWaveUSA2026,28,86,228,2,13231,NoMoreTrump Election2024 until 2025-03-30 since 2024-09-01,"Trump lost the 2020 election. On J6, Trump lost his coup attempt. 11524 will the the first Presidential election since Trumps insurrection, the first time We The People can make a statement to Trumps Trump did this","MAGACult, VoteBlueToSaveDemocracy",2024,2024-01,Negative
1750000000000000000,2024-01-30 21:24:16+07,4100000000,The_Trump_Train,The Trump Train,1756,1456,7391,158,73308,TrumpTrain Trump2024 until 2025-03-30 since 2024-09-01,"President Donald Trump is planning to punish the deep state, fire thousands of government employees, deport millions of migrants and reshape global trade if he wins a second White House. Drop a if youre all in for Trump 2024!",,2024,2024-01,Positive
1750000000000000000,2024-02-01 05:25:53+07,399000000,cwebbonline,Christopher Webb,19,143,279,8,11348,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,"Its not about whether youll vote for Trump or not. Its about voting strategically to stop him. There are only two people with a viable path to 270 Electoral Votes, so a vote for anyone other than Biden, helps Trump win. This time, Trump will be ready and everyone in the new",,2024,2024-01,Negative
1750000000000000000,2024-02-04 03:35:31+07,1430000000000000000,Sassafrass_84,Sassafrass84,45,159,581,8,6416,StopTrump NeverTrump until 2025-03-30 since 2024-09-01,This right here. This is the plan for 2025. Raise your hand if you agree!,TRUMP2024ToSaveAmerica,2024,2024-02,Positive
1760000000000000000,2024-02-24 16:49:13+07,1310000000000000000,JackStr42679640,Jack Straw,29,188,603,16,54027,PresidentialElection2024 Trump  until 2025-03-30 since 2024-12-06,"Another reminder. September 25th brings brings us to FEBRUARY 25TH Trump is speaking and he says In less than 5 months we are going to defeat crooked JB we are going to take back our country! Lets GO! Monday, September 25, 2023 To and including Sunday,",,2024,2024-02,Positive
1760000000000000000,2024-03-05 00:16:30+07,874000000000000000,JayMaga47,20,17,96,183,8,3800,TrumpWon2024 until 2025-03-30 since 2024-09-01,Trump wins again 90. That means ALL 50 states.,winning,2024,2024-03,Positive
1760000000000000000,2024-03-05 19:41:23+07,1140000000000000000,SUBRATA30016572,Trump Lover,202,174,819,11,8180,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,"Alright folks, we have 244 days to go out and win this thing for Donald Trump! Are you ready?",,2024,2024-03,Positive
1770000000000000000,2024-03-06 06:17:24+07,4100000000,The_Trump_Train,The Trump Train,753,973,5645,60,53965,TrumpTrain Trump2024 until 2025-03-30 since 2024-09-01,Raise your hand if you think patriots across the country are going to deliver a LANDSLIDE Super Tuesday Victory by VOTING TRUMP!,,2024,2024-03,Positive
1770000000000000000,2024-03-06 08:56:07+07,4100000000,The_Trump_Train,The Trump Train,170,156,915,9,17510,TrumpTrain Trump2024 until 2025-03-30 since 2024-09-01,"President Donald J Trump is DOMINATING ACROSS THE BOARD! Its time for Nikki Haley to drop out. Drop a below if you are voting for Trump this November Get your Trump 2024 flags, click the link",SuperTuesday2024,2024,2024-03,Positive
1770000000000000000,2024-03-06 22:20:24+07,4100000000,The_Trump_Train,The Trump Train,2328,2050,9328,153,95249,TrumpTrain Trump2024 until 2025-03-30 since 2024-09-01,Drop a below if you stand with President Trump and look forward to DEFEATING Joe Biden on November 5th!,,2024,2024-03,Positive
1770000000000000000,2024-03-07 04:19:41+07,282000000,Texas_jeep__guy,,44,333,424,14,11325,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,"We have 244 days til we have to decide. We can either choose law and order, closed borders, energy independence and lower inflation. Or you can choose the absolute train wreck we have been living through the past 3 years.","Trump2024TheOnlyChoice, AmericaFirst, CloseTheBorder",2024,2024-03,Negative
1770000000000000000,2024-03-10 21:45:42+07,1550000000000000000,DameScorpio,,49,202,343,6,8495,StopTrump NeverTrump until 2025-03-30 since 2024-09-01,"If Donald J Trump is not elected on November 5, 2024 as the 47th President of these United States. The country will be lost. And! There will never be another Republican President. The Democrats will see to that. The choice is yours Save America",,2024,2024-03,Negative
1770000000000000000,2024-03-13 19:33:58+07,1630000000000000000,MJTruthUltra,MJTruthUltra,43,231,1182,7,36389,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,"Trump Statement Its Official, Im the GOP Nominee Hello everyone, its your favorite President. Our economy is doing poorly Our Military is not being taken care of We have the worse president in the history of the US. The US begs for energy Were gonna",,2024,2024-03,Negative
1770000000000000000,2024-03-19 02:38:54+07,20400000,mrddmia,Mike Davis,8,341,771,6,15948,PresidentialElection2024 Trump  until 2025-03-30 since 2024-12-06,"This is one of the crucial reasons we need Trump back in the White House on January 20, 2025. So Trump can spend 4 years undoing Bidens illegal massinvasion of America. Before the 2030 census. When Democrats will irreversibly cement political dominance. Destroying America.",,2024,2024-03,Negative
1770000000000000000,2024-03-27 10:22:34+07,1290000000000000000,PU28453638,Freedom,307,247,1009,7,12129,TrumpWon2024 until 2025-03-30 since 2024-09-01,"DONALD TRUMP WON THE 2020 ELECTION, AND SOON HE IS GOING TO WIN AGAIN THE 2024 ELECTION.",,2024,2024-03,Positive
1770000000000000000,2024-03-31 07:15:39+07,1440000000000000000,njoyzgrl81,Carissa,24,87,374,3,8260,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,"Millions and millions walking in to vote on Nov 5, 2024.",,2024,2024-03,Positive
1780000000000000000,2024-04-03 20:09:08+07,1290000000000000000,PU28453638,Freedom,455,215,1123,30,17598,TrumpWon2024 until 2025-03-30 since 2024-09-01,Trump won the 2016 election. Trump won the 2020 election. And Trump will win again in 2024 And Trump will be the 47th president of the united states of America.,,2024,2024-04,Positive
